image_name,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,x_21,y_21,z_21
frame_0000.jpg,0.0,0.930601,0.0,0.061711196,0.8512483,0.007788114,-0.062189437,0.8452512,-0.028242275,0.010493012,1.0603839,-0.022937726,0.14039533,0.4747585,-0.040401347,-0.1400486,0.48747066,0.09326005,0.00053953443,1.1973078,0.0045142835,0.23262867,0.11955995,-0.27308103,-0.08187439,0.07781063,0.04910599,-0.0072142906,1.2418749,0.040108044,0.2489079,0.023101522,-0.17932451,-0.15121235,0.02515951,0.15145716,-0.004997934,1.4576876,0.040823255,0.062702514,1.3540488,0.06012975,-0.070921905,1.3640658,-0.0034974273,-0.025009934,1.5255222,0.10967229,0.18523428,1.3511504,0.10299756,-0.17354803,1.3672012,-0.06211651,0.24048781,1.1112093,0.07973746,-0.16331625,1.1285145,-0.15812851,0.23585519,0.8749214,0.17651248,-0.2646217,0.8666469,-0.14114685
frame_0001.jpg,-0.03519279,0.9358382,0.0346717,0.025208648,0.85721153,0.046092108,-0.09611303,0.85151196,0.004821159,-0.022968372,1.0651206,0.0092241205,0.10698721,0.48060146,0.037473794,-0.15539458,0.48325098,0.102396615,-0.03490706,1.2034422,0.03463543,0.21212664,0.16903274,-0.2474257,-0.07568247,0.07440479,0.043258183,-0.043780304,1.249084,0.06928348,0.24926272,0.047254805,-0.1879709,-0.14690165,0.010307275,0.1426396,-0.04860153,1.4649625,0.067692906,0.021342568,1.3622601,0.09306729,-0.11012964,1.3697546,0.018640481,-0.070253864,1.5318966,0.1313212,0.14196117,1.3612235,0.14170778,-0.20748849,1.3711445,-0.043381274,0.20645663,1.1189038,0.113587566,-0.18326049,1.1344519,-0.11590121,0.1973409,0.87123805,0.2083953,-0.28135833,0.874878,-0.09998544
frame_0002.jpg,-0.06880438,0.934828,0.06840451,-0.011213724,0.85506964,0.082280554,-0.12781355,0.84956956,0.034775656,-0.053189956,1.0661222,0.04330001,0.033105157,0.47585493,0.13889398,-0.17263389,0.47118658,0.112555,-0.06605802,1.2024366,0.07223964,0.16849564,0.20705661,-0.18050568,-0.073406294,0.076393746,0.042818565,-0.07720104,1.2476342,0.10487163,0.20736638,0.07664025,-0.14026302,-0.1568017,0.016401764,0.13773113,-0.083368875,1.4641956,0.09796234,-0.013805509,1.3623605,0.12728179,-0.1436028,1.3667043,0.0528827,-0.10931684,1.5317366,0.16317222,0.10209423,1.3620223,0.17817253,-0.2389854,1.3636458,-0.014337331,0.16818595,1.1245443,0.14816001,-0.21498272,1.1366875,-0.09318712,0.16087939,0.8781876,0.24489905,-0.30995646,0.87762547,-0.07366368
frame_0003.jpg,-0.09857356,0.9288833,0.09993214,-0.043064028,0.8495178,0.12102626,-0.15461497,0.8430552,0.06698133,-0.07878931,1.0587804,0.073070765,-0.031044073,0.4748384,0.23819634,-0.18009946,0.46191126,0.12279384,-0.09465087,1.1955667,0.10230119,0.12836152,0.22071102,-0.08331104,-0.06903249,0.06836658,0.051891066,-0.10671676,1.2406379,0.13643542,0.1639911,0.09504078,-0.03437779,-0.15259004,0.0067487843,0.13784488,-0.114449725,1.4583616,0.1303844,-0.044324197,1.3567629,0.16036528,-0.17285728,1.3593776,0.08282289,-0.14389938,1.5243913,0.19508746,0.0709048,1.3590546,0.21112995,-0.2677844,1.3557882,0.012208752,0.14072135,1.1250193,0.17445454,-0.24907362,1.1247954,-0.06513535,0.13736045,0.87364143,0.2681908,-0.35011804,0.8659645,-0.044971503
frame_0004.jpg,-0.12681492,0.92663795,0.13178033,-0.07342641,0.8470038,0.15812087,-0.18107657,0.84138215,0.09655821,-0.10394652,1.0553483,0.10541057,-0.10411446,0.48280835,0.3222651,-0.19137219,0.45651895,0.1363924,-0.12101085,1.1912725,0.1346501,0.05381143,0.20151518,0.027439758,-0.06646594,0.06773496,0.057955846,-0.13366748,1.2367209,0.16799921,0.074424714,0.08502691,0.10208981,-0.14828499,0.008197464,0.14638618,-0.13970546,1.4557914,0.16267833,-0.070140176,1.3546085,0.19284472,-0.19904262,1.3555468,0.11488266,-0.17251952,1.5231504,0.22647807,0.047096953,1.3574313,0.24490668,-0.29766285,1.3496537,0.04523374,0.11309694,1.1242,0.20104304,-0.28935295,1.1141583,-0.021891475,0.11118604,0.8705703,0.2910167,-0.3999989,0.86053133,0.020342745
frame_0005.jpg,-0.1537851,0.9263976,0.16637191,-0.10186333,0.84666884,0.19580138,-0.20184495,0.83990794,0.12935393,-0.13083798,1.0532005,0.14041379,-0.17207931,0.496401,0.37793225,-0.19391166,0.45678896,0.14969555,-0.1507896,1.190238,0.17106456,-0.04789769,0.15717381,0.14869869,-0.0614587,0.07338016,0.06438562,-0.16442013,1.2366735,0.20342034,-0.048797302,0.061034452,0.24544227,-0.13892962,0.009484749,0.14720981,-0.17372838,1.4556763,0.19816399,-0.103503756,1.3534352,0.2293556,-0.23046422,1.3555418,0.15102993,-0.20853192,1.5243515,0.25973523,0.014522329,1.3568343,0.27911335,-0.3294409,1.3498929,0.08223628,0.087345496,1.1264614,0.22524966,-0.3277114,1.1101923,0.017549962,0.08832598,0.8749856,0.31265074,-0.44444513,0.8728915,0.08533221
frame_0006.jpg,-0.18240765,0.93210423,0.20420855,-0.13056615,0.85300136,0.23508261,-0.22507425,0.84477866,0.16352406,-0.16178058,1.0580587,0.18001053,-0.22705987,0.513237,0.42861712,-0.1927606,0.46262628,0.15962309,-0.18475175,1.1952158,0.21248338,-0.17604466,0.11882672,0.28758115,-0.055374637,0.07759473,0.06628822,-0.19937998,1.2412906,0.24337,-0.19778325,0.044202015,0.39205527,-0.12750724,0.010499455,0.1480435,-0.2101366,1.4595869,0.24092951,-0.13927558,1.3587121,0.2715971,-0.26542324,1.3599539,0.19225961,-0.24640495,1.5297456,0.29904598,-0.020206124,1.3632314,0.32058418,-0.36485988,1.3550458,0.12441441,0.061120942,1.1376547,0.25593582,-0.3726127,1.1125484,0.059941858,0.064013466,0.88296556,0.3355072,-0.49261427,0.8920068,0.1578623
frame_0007.jpg,-0.21505173,0.9373871,0.24669498,-0.1621019,0.85723037,0.27705804,-0.2529013,0.84972715,0.20365869,-0.1971134,1.0635834,0.22506347,-0.26714474,0.51894754,0.45678177,-0.19607317,0.4689458,0.16919844,-0.22245,1.2023308,0.2566286,-0.2965362,0.09728121,0.41125327,-0.045149773,0.08728852,0.07227105,-0.23709913,1.2485038,0.2867992,-0.3465076,0.03408597,0.52039987,-0.11000444,0.0119255595,0.14440845,-0.24607322,1.4669381,0.2839804,-0.17608473,1.3646334,0.3147617,-0.3016104,1.3682729,0.23687172,-0.2804051,1.5361141,0.34454972,-0.0539774,1.3701346,0.36210796,-0.40065593,1.3664606,0.17189237,0.034440726,1.1496965,0.29054308,-0.41396552,1.1225219,0.107716486,0.039559558,0.8940213,0.36406904,-0.5214074,0.9116957,0.23550963
frame_0008.jpg,-0.25482637,0.93990916,0.29486904,-0.20055625,0.8583087,0.32618892,-0.2908647,0.8530942,0.24676152,-0.23529406,1.0667925,0.27660465,-0.3134062,0.51115173,0.48345447,-0.22529508,0.47251567,0.19327468,-0.2603044,1.2061226,0.30576843,-0.39586395,0.09238003,0.47460127,-0.04895088,0.10695559,0.0817325,-0.2757157,1.2523723,0.33554992,-0.45390356,0.02497862,0.591362,-0.10542102,0.01879357,0.15357278,-0.2790366,1.4701078,0.32869464,-0.21210451,1.3660744,0.36264616,-0.3352483,1.3737173,0.28275287,-0.3103008,1.5376776,0.39256042,-0.08878125,1.3716487,0.40839952,-0.4326979,1.37412,0.219155,0.0041003823,1.157792,0.32856572,-0.4504015,1.1256171,0.15933415,0.0056355596,0.8997293,0.4015643,-0.5366517,0.9296407,0.31464672
frame_0009.jpg,-0.30110997,0.9353489,0.34834188,-0.24916536,0.8518465,0.37938824,-0.33996338,0.84815955,0.30223802,-0.27921143,1.0621716,0.32713202,-0.35646087,0.49433336,0.5134784,-0.2758414,0.46773794,0.245424,-0.29773536,1.2021017,0.35612783,-0.43930334,0.08168822,0.47958827,-0.07087536,0.13388,0.10667913,-0.31065458,1.2487761,0.3866979,-0.49129605,0.014092598,0.5991467,-0.09992799,0.023711,0.1770298,-0.30369794,1.4661937,0.37663627,-0.24137273,1.359134,0.41244787,-0.36482835,1.3726628,0.33254597,-0.33025846,1.5316854,0.445127,-0.115511924,1.3621242,0.45616925,-0.46360224,1.3817387,0.26981574,-0.02468437,1.1479845,0.37596795,-0.49284786,1.1326488,0.20820546,-0.028754294,0.89606196,0.45482007,-0.5640527,0.9621302,0.3912011
